"meetingName","barrierNumber","raceDistance","n_races","n_wins","expected_wins","win_perc","wins_above_exp"
"BALLARAT",8,"390",26,1,2.47349866776017,0.0384615384615385,-1.47349866776017
"BALLARAT",1,"450",33,6,7.0861889220077,0.181818181818182,-1.0861889220077
"BALLARAT",2,"450",31,7,6.38063738075691,0.225806451612903,0.619362619243091
"BALLARAT",3,"450",33,6,4.49048707415227,0.181818181818182,1.50951292584773
"BALLARAT",4,"450",31,2,2.76575873771285,0.0645161290322581,-0.76575873771285
"BALLARAT",5,"450",22,2,1.75007040406298,0.0909090909090909,0.249929595937016
"BALLARAT",6,"450",33,7,4.13586591932223,0.212121212121212,2.86413408067777
"BALLARAT",7,"450",33,2,3.8276417750692,0.0606060606060606,-1.8276417750692
"BALLARAT",8,"450",31,2,3.56334978691585,0.0645161290322581,-1.56334978691585
"BALLARAT",1,"545",4,2,0.933623551599632,0.5,1.06637644840037
"BALLARAT",2,"545",5,0,1.04503318351598,0,-1.04503318351598
"BALLARAT",3,"545",5,1,1.06829362395062,0.2,-0.0682936239506189
"BALLARAT",4,"545",5,0,0.375350764620554,0,-0.375350764620554
"BALLARAT",5,"545",4,0,0.164140894114596,0,-0.164140894114596
"BALLARAT",6,"545",5,0,0.641432621733377,0,-0.641432621733377
"BALLARAT",7,"545",5,1,0.276956000470293,0.2,0.723043999529707
"BALLARAT",8,"545",5,1,0.495169359994946,0.2,0.504830640005054
"BALLARAT",1,"660",3,1,0.689710275320818,0.333333333333333,0.310289724679182
"BALLARAT",2,"660",3,0,0.0794501331734807,0,-0.0794501331734807
"BALLARAT",3,"660",2,2,0.341268204809526,1,1.65873179519047
"BALLARAT",4,"660",3,0,0.567179197796482,0,-0.567179197796482
"BALLARAT",5,"660",2,0,0.532625598669513,0,-0.532625598669513
"BALLARAT",6,"660",3,0,0.436840725434796,0,-0.436840725434796
"BALLARAT",7,"660",2,0,0.106167067959565,0,-0.106167067959565
"BALLARAT",8,"660",3,0,0.24675879683582,0,-0.24675879683582
"BENDIGO",1,"425",27,6,6.1921841020729,0.222222222222222,-0.192184102072901
"BENDIGO",2,"425",30,4,4.96162483362004,0.133333333333333,-0.961624833620037
"BENDIGO",3,"425",29,7,3.86745384094333,0.241379310344828,3.13254615905667
"BENDIGO",4,"425",27,2,2.87493945634411,0.0740740740740741,-0.874939456344107
"BENDIGO",5,"425",24,4,2.94461980190241,0.166666666666667,1.05538019809759
"BENDIGO",6,"425",28,3,3.30726182025295,0.107142857142857,-0.30726182025295
"BENDIGO",7,"425",30,1,2.96145783362563,0.0333333333333333,-1.96145783362563
"BENDIGO",8,"425",29,3,2.89045831123864,0.103448275862069,0.109541688761361
"BENDIGO",1,"500",13,1,2.20967735227383,0.0769230769230769,-1.20967735227383
"BENDIGO",2,"500",13,3,2.1993203416208,0.230769230769231,0.800679658379196
"BENDIGO",3,"500",13,3,1.99622673299108,0.230769230769231,1.00377326700892
"BENDIGO",4,"500",12,2,1.17066111731854,0.166666666666667,0.829338882681458
"BENDIGO",5,"500",11,1,0.64632707140342,0.0909090909090909,0.35367292859658
"BENDIGO",6,"500",13,0,1.49401224129576,0,-1.49401224129576
"BENDIGO",7,"500",13,1,1.37936037044686,0.0769230769230769,-0.379360370446856
"BENDIGO",8,"500",13,2,1.90441477264971,0.153846153846154,0.0955852273502877
"BENDIGO",1,"660",4,0,0.229592912063439,0,-0.229592912063439
"BENDIGO",2,"660",4,0,0.374980801332262,0,-0.374980801332262
"BENDIGO",3,"660",3,0,0.241413135072376,0,-0.241413135072376
"BENDIGO",4,"660",4,0,0.758293360188713,0,-0.758293360188713
"BENDIGO",5,"660",3,1,0.132828024711394,0.333333333333333,0.867171975288606
"BENDIGO",6,"660",2,0,0.294834083006571,0,-0.294834083006571
"BENDIGO",7,"660",4,2,1.17979578606165,0.5,0.820204213938352
"BENDIGO",8,"660",3,1,0.788261897563597,0.333333333333333,0.211738102436403
"DEVONPORT",1,"452",570,88,102.17553412136,0.154385964912281,-14.1755341213595
"DEVONPORT",2,"452",569,97,83.1434955462482,0.170474516695958,13.8565044537518
"DEVONPORT",3,"452",575,58,68.1228002762287,0.100869565217391,-10.1228002762287
"DEVONPORT",4,"452",576,72,72.4395294050256,0.125,-0.43952940502561
"DEVONPORT",5,"452",542,65,63.0644157162303,0.119926199261993,1.93558428376966
"DEVONPORT",6,"452",574,71,66.1201125934744,0.123693379790941,4.87988740652561
"DEVONPORT",7,"452",565,52,58.7383109646411,0.0920353982300885,-6.7383109646411
"DEVONPORT",8,"452",573,93,81.0358511690642,0.162303664921466,11.9641488309358
"DEVONPORT",10,"452",2,0,0.159950207727881,0,-0.159950207727881
"DEVONPORT",1,"580",15,6,3.34034121425135,0.4,2.65965878574865
"DEVONPORT",2,"580",18,5,3.39923693354503,0.277777777777778,1.60076306645497
"DEVONPORT",3,"580",15,0,1.96687626453163,0,-1.96687626453163
"DEVONPORT",4,"580",15,2,1.77630138826436,0.133333333333333,0.223698611735642
"DEVONPORT",5,"580",13,0,1.65426467149042,0,-1.65426467149042
"DEVONPORT",6,"580",14,0,1.78351936805367,0,-1.78351936805367
"DEVONPORT",7,"580",16,2,2.71438181261086,0.125,-0.714381812610865
"DEVONPORT",8,"580",17,3,2.36507834725268,0.176470588235294,0.634921652747321
"GAWLER",1,"400",1657,383,374.617607733615,0.231140615570308,8.38239226638524
"GAWLER",2,"400",1658,306,292.208852631693,0.184559710494572,13.7911473683074
"GAWLER",3,"400",463,60,58.8116452457505,0.129589632829374,1.18835475424945
"GAWLER",4,"400",1642,252,254.022852441992,0.15347137637028,-2.02285244199203
"GAWLER",5,"400",1495,204,203.860610258307,0.136454849498328,0.139389741693321
"GAWLER",6,"400",550,69,62.7945990995791,0.125454545454545,6.20540090042087
"GAWLER",7,"400",1571,222,214.076910473883,0.141311266709102,7.92308952611697
"GAWLER",8,"400",1647,207,240.606922115181,0.12568306010929,-33.6069221151812
"GAWLER",1,"531",475,109,99.9154151682218,0.229473684210526,9.08458483177824
"GAWLER",2,"531",483,69,76.9521081271806,0.142857142857143,-7.95210812718061
"GAWLER",3,"531",241,31,27.1526578580089,0.128630705394191,3.84734214199112
"GAWLER",4,"531",470,61,72.4683083754347,0.129787234042553,-11.4683083754347
"GAWLER",5,"531",355,62,47.8258384672014,0.174647887323944,14.1741615327986
"GAWLER",6,"531",306,53,42.7447245693591,0.173202614379085,10.2552754306409
"GAWLER",7,"531",406,57,57.4074045820501,0.140394088669951,-0.407404582050141
"GAWLER",8,"531",479,59,75.5335428525435,0.123173277661795,-16.5335428525435
"GAWLER",1,"643",81,13,14.8168521943868,0.160493827160494,-1.81685219438684
"GAWLER",2,"643",80,16,16.551242277478,0.2,-0.551242277478
"GAWLER",3,"643",26,5,4.82167173178977,0.192307692307692,0.178328268210225
"GAWLER",4,"643",82,9,14.2528473894873,0.109756097560976,-5.25284738948732
"GAWLER",5,"643",36,5,5.31078187157846,0.138888888888889,-0.310781871578458
"GAWLER",6,"643",57,17,11.8517612687314,0.298245614035088,5.14823873126864
"GAWLER",7,"643",51,7,7.5739380963545,0.137254901960784,-0.573938096354503
"GAWLER",8,"643",85,20,15.8209051701937,0.235294117647059,4.17909482980626
"GEELONG",1,"400",177,18,27.7543303778105,0.101694915254237,-9.75433037781054
"GEELONG",2,"400",172,30,27.0211719914321,0.174418604651163,2.97882800856789
"GEELONG",3,"400",144,17,18.46786242381,0.118055555555556,-1.46786242381
"GEELONG",4,"400",173,26,21.9503231560048,0.15028901734104,4.04967684399522
"GEELONG",5,"400",110,14,13.9871123303988,0.127272727272727,0.0128876696012394
"GEELONG",6,"400",148,24,19.1040156579836,0.162162162162162,4.89598434201644
"GEELONG",7,"400",162,19,20.8680117524574,0.117283950617284,-1.86801175245744
"GEELONG",8,"400",167,32,30.8471723101028,0.191616766467066,1.1528276898972
"GEELONG",1,"460",129,20,22.021117153226,0.155038759689922,-2.02111715322604
"GEELONG",2,"460",128,13,17.3757518679327,0.1015625,-4.37575186793267
"GEELONG",3,"460",108,9,13.185592355389,0.0833333333333333,-4.18559235538899
"GEELONG",4,"460",128,16,17.3047415778604,0.125,-1.30474157786038
"GEELONG",5,"460",92,13,12.2593118083843,0.141304347826087,0.740688191615735
"GEELONG",6,"460",112,20,13.6027025511045,0.178571428571429,6.39729744889554
"GEELONG",7,"460",123,24,17.3730480237684,0.195121951219512,6.62695197623157
"GEELONG",8,"460",132,21,21.8777346623348,0.159090909090909,-0.877734662334756
"GEELONG",1,"520",23,8,4.56097730298241,0.347826086956522,3.43902269701759
"GEELONG",2,"520",22,3,4.89845271184808,0.136363636363636,-1.89845271184808
"GEELONG",3,"520",21,4,2.58035582943851,0.19047619047619,1.41964417056149
"GEELONG",4,"520",23,3,2.45390182863547,0.130434782608696,0.546098171364534
"GEELONG",5,"520",19,1,2.34137676130524,0.0526315789473684,-1.34137676130524
"GEELONG",6,"520",20,3,2.02204754764177,0.15,0.977952452358234
"GEELONG",7,"520",21,1,2.25501355916292,0.0476190476190476,-1.25501355916292
"GEELONG",8,"520",23,1,2.88787445898562,0.0434782608695652,-1.88787445898562
"GEELONG",1,"680",6,2,0.726178548663665,0.333333333333333,1.27382145133634
"GEELONG",2,"680",6,0,1.82852373320365,0,-1.82852373320365
"GEELONG",3,"680",1,0,0.109377999361826,0,-0.109377999361826
"GEELONG",4,"680",5,0,0.555536035452894,0,-0.555536035452894
"GEELONG",5,"680",3,1,0.654974043326769,0.333333333333333,0.345025956673231
"GEELONG",6,"680",2,0,0.194804023252357,0,-0.194804023252357
"GEELONG",7,"680",6,1,0.740000369115584,0.166666666666667,0.259999630884416
"GEELONG",8,"680",6,2,1.19060524762326,0.333333333333333,0.809394752376741
"HOBART",1,"340",338,57,62.5187127252566,0.168639053254438,-5.51871272525658
"HOBART",2,"340",329,56,47.2189332170481,0.170212765957447,8.78106678295188
"HOBART",3,"340",339,44,42.8758998145844,0.129793510324484,1.1241001854156
"HOBART",4,"340",338,48,40.8799524008598,0.142011834319527,7.12004759914024
"HOBART",5,"340",328,44,38.1248040478024,0.134146341463415,5.87519595219764
"HOBART",6,"340",334,26,32.1894772275183,0.0778443113772455,-6.18947722751835
"HOBART",7,"340",339,31,36.7289600746409,0.0914454277286136,-5.7289600746409
"HOBART",8,"340",337,39,44.4306376558661,0.115727002967359,-5.43063765586606
"HOBART",9,"340",1,0,0.032622836423488,0,-0.032622836423488
"HOBART",1,"461",628,113,100.40425523254,0.179936305732484,12.5957447674603
"HOBART",2,"461",623,104,94.1477935609564,0.1669341894061,9.85220643904358
"HOBART",3,"461",606,59,70.2958714535276,0.0973597359735974,-11.2958714535276
"HOBART",4,"461",621,96,84.5712746163175,0.154589371980676,11.4287253836825
"HOBART",5,"461",584,68,63.1619008970725,0.116438356164384,4.83809910292747
"HOBART",6,"461",608,65,66.3344751246544,0.106907894736842,-1.33447512465445
"HOBART",7,"461",618,59,71.0950271381125,0.0954692556634304,-12.0950271381125
"HOBART",8,"461",623,75,87.9894019768193,0.120385232744783,-12.9894019768193
"HOBART",1,"599",37,7,6.01167169373465,0.189189189189189,0.988328306265354
"HOBART",2,"599",38,7,6.28050018441421,0.184210526315789,0.719499815585793
"HOBART",3,"599",26,2,2.49941379755251,0.0769230769230769,-0.499413797552509
"HOBART",4,"599",35,6,5.42032014611243,0.171428571428571,0.57967985388757
"HOBART",5,"599",32,5,3.45405886219662,0.15625,1.54594113780338
"HOBART",6,"599",27,2,3.07158614666748,0.0740740740740741,-1.07158614666748
"HOBART",7,"599",37,6,5.40329400368343,0.162162162162162,0.596705996316573
"HOBART",8,"599",38,4,6.85915516563868,0.105263157894737,-2.85915516563868
"HORSHAM",1,"410",5,0,0.675734094919892,0,-0.675734094919892
"HORSHAM",2,"410",5,2,1.42009625762707,0.4,0.579903742372929
"HORSHAM",3,"410",5,0,0.845181512315219,0,-0.845181512315219
"HORSHAM",4,"410",6,0,0.445114436309123,0,-0.445114436309123
"HORSHAM",5,"410",3,0,0.156654619541166,0,-0.156654619541166
"HORSHAM",6,"410",5,1,1.39909070385815,0.2,-0.399090703858152
"HORSHAM",7,"410",5,1,0.378725665686853,0.2,0.621274334313147
"HORSHAM",8,"410",5,2,0.679402709742523,0.4,1.32059729025748
"HORSHAM",1,"485",4,1,0.96395742719974,0.25,0.0360425728002601
"HORSHAM",2,"485",4,0,0.866214470040592,0,-0.866214470040592
"HORSHAM",3,"485",4,0,0.21554449540249,0,-0.21554449540249
"HORSHAM",4,"485",4,0,0.215513517653166,0,-0.215513517653166
"HORSHAM",5,"485",3,0,0.372150584221384,0,-0.372150584221384
"HORSHAM",6,"485",4,1,0.658107534406697,0.25,0.341892465593303
"HORSHAM",7,"485",4,1,0.237106368189971,0.25,0.762893631810029
"HORSHAM",8,"485",2,1,0.471405602885959,0.5,0.528594397114041
"LAUNCESTON",1,"278",511,103,118.822253695667,0.201565557729941,-15.8222536956667
"LAUNCESTON",2,"278",518,78,74.1588877534839,0.150579150579151,3.84111224651613
"LAUNCESTON",3,"278",505,62,59.9374041597298,0.122772277227723,2.06259584027018
"LAUNCESTON",4,"278",517,62,62.3543457874298,0.119922630560928,-0.35434578742985
"LAUNCESTON",5,"278",501,54,51.7548101451572,0.107784431137725,2.24518985484283
"LAUNCESTON",6,"278",514,61,50.1864763794885,0.118677042801556,10.8135236205115
"LAUNCESTON",7,"278",511,63,51.5515866515111,0.123287671232877,11.4484133484889
"LAUNCESTON",8,"278",515,44,58.234235427533,0.0854368932038835,-14.234235427533
"LAUNCESTON",1,"515",421,83,90.4092178785984,0.197149643705463,-7.40921787859844
"LAUNCESTON",2,"515",420,69,70.552855699129,0.164285714285714,-1.55285569912901
"LAUNCESTON",3,"515",401,62,52.0152965885468,0.154613466334165,9.98470341145318
"LAUNCESTON",4,"515",420,61,55.4165507637175,0.145238095238095,5.58344923628249
"LAUNCESTON",5,"515",369,40,35.79214910008,0.10840108401084,4.20785089991995
"LAUNCESTON",6,"515",396,34,41.634900994575,0.0858585858585859,-7.63490099457498
"LAUNCESTON",7,"515",406,44,42.1047739248274,0.108374384236453,1.89522607517259
"LAUNCESTON",8,"515",417,44,47.0742550505258,0.105515587529976,-3.07425505052579
"LAUNCESTON",1,"600",25,8,6.72118322229604,0.32,1.27881677770396
"LAUNCESTON",2,"600",22,2,3.08108296371887,0.0909090909090909,-1.08108296371887
"LAUNCESTON",3,"600",20,9,5.30945280425998,0.45,3.69054719574002
"LAUNCESTON",4,"600",23,2,3.36287560142239,0.0869565217391304,-1.36287560142239
"LAUNCESTON",5,"600",15,3,1.84355151885815,0.2,1.15644848114185
"LAUNCESTON",6,"600",12,0,0.983425215171165,0,-0.983425215171165
"LAUNCESTON",7,"600",23,0,2.68529771519958,0,-2.68529771519958
"LAUNCESTON",8,"600",22,2,2.01313095907383,0.0909090909090909,-0.0131309590738282
"LAUNCESTON",1,"720",4,0,1.21956785780963,0,-1.21956785780963
"LAUNCESTON",2,"720",2,1,0.248578773787394,0.5,0.751421226212606
"LAUNCESTON",3,"720",1,0,0.0107144153398691,0,-0.0107144153398691
"LAUNCESTON",4,"720",4,2,0.654324356077981,0.5,1.34567564392202
"LAUNCESTON",5,"720",1,1,0.25821325648415,1,0.74178674351585
"LAUNCESTON",6,"720",4,0,0.881823232324095,0,-0.881823232324095
"LAUNCESTON",7,"720",2,0,0.78387086734532,0,-0.78387086734532
"LAUNCESTON",8,"720",4,1,0.942907240831562,0.25,0.0570927591684384
"MOUNT GAMBIER",0,"305",9,2,2,0.222222222222222,0
"MOUNT GAMBIER",1,"305",139,30,30.6798024792539,0.215827338129496,-0.679802479253858
"MOUNT GAMBIER",2,"305",133,19,23.5229710694868,0.142857142857143,-4.52297106948681
"MOUNT GAMBIER",3,"305",12,2,1.54049698901981,0.166666666666667,0.459503010980189
"MOUNT GAMBIER",4,"305",139,25,24.8409537303747,0.179856115107914,0.159046269625282
"MOUNT GAMBIER",5,"305",110,20,17.495036381661,0.181818181818182,2.50496361833905
"MOUNT GAMBIER",6,"305",38,6,6.1388878487078,0.157894736842105,-0.138887848707801
"MOUNT GAMBIER",7,"305",111,18,18.245619093133,0.162162162162162,-0.245619093132966
"MOUNT GAMBIER",8,"305",139,25,22.5362324083631,0.179856115107914,2.46376759163691
"MOUNT GAMBIER",0,"400",17,3,3,0.176470588235294,0
"MOUNT GAMBIER",1,"400",1142,262,269.806410090979,0.229422066549912,-7.80641009097889
"MOUNT GAMBIER",2,"400",1121,198,192.821897698081,0.176628010704728,5.17810230191938
"MOUNT GAMBIER",3,"400",364,55,46.3883147543507,0.151098901098901,8.61168524564933
"MOUNT GAMBIER",4,"400",1116,151,166.355081646802,0.135304659498208,-15.3550816468017
"MOUNT GAMBIER",5,"400",930,140,123.096651887832,0.150537634408602,16.9033481121677
"MOUNT GAMBIER",6,"400",466,64,63.3053420908858,0.137339055793991,0.694657909114213
"MOUNT GAMBIER",7,"400",1004,135,136.319713665305,0.134462151394422,-1.31971366530539
"MOUNT GAMBIER",8,"400",1125,162,167.906588165765,0.144,-5.90658816576462
"MOUNT GAMBIER",1,"512",463,98,97.2835266976315,0.211663066954644,0.716473302368513
"MOUNT GAMBIER",2,"512",454,79,75.0982632929268,0.174008810572687,3.90173670707324
"MOUNT GAMBIER",3,"512",227,32,27.0935507845092,0.140969162995595,4.9064492154908
"MOUNT GAMBIER",4,"512",457,66,72.2939701087485,0.144420131291028,-6.2939701087485
"MOUNT GAMBIER",5,"512",320,49,44.2142683389146,0.153125,4.78573166108535
"MOUNT GAMBIER",6,"512",297,36,40.5232520008838,0.121212121212121,-4.52325200088377
"MOUNT GAMBIER",7,"512",381,49,51.3186633868226,0.128608923884514,-2.31866338682264
"MOUNT GAMBIER",8,"512",458,70,71.1580500744814,0.152838427947598,-1.15805007448141
"MOUNT GAMBIER",10,"512",1,0,0.0164553150815876,0,-0.0164553150815876
"MOUNT GAMBIER",1,"600",76,16,17.4331019155818,0.210526315789474,-1.43310191558184
"MOUNT GAMBIER",2,"600",73,21,14.9967507939073,0.287671232876712,6.00324920609272
"MOUNT GAMBIER",3,"600",26,2,3.28291821738405,0.0769230769230769,-1.28291821738405
"MOUNT GAMBIER",4,"600",72,10,11.257823879009,0.138888888888889,-1.25782387900895
"MOUNT GAMBIER",5,"600",41,6,6.14275290419035,0.146341463414634,-0.142752904190346
"MOUNT GAMBIER",6,"600",50,8,6.91035134923756,0.16,1.08964865076244
"MOUNT GAMBIER",7,"600",49,4,7.66267544182549,0.0816326530612245,-3.66267544182549
"MOUNT GAMBIER",8,"600",72,12,10.3136254988645,0.166666666666667,1.68637450113551
"MOUNT GAMBIER",1,"732",17,4,3.81231174941993,0.235294117647059,0.187688250580067
"MOUNT GAMBIER",2,"732",12,2,1.55865630100498,0.166666666666667,0.441343698995021
"MOUNT GAMBIER",3,"732",5,0,0.6039249195701,0,-0.6039249195701
"MOUNT GAMBIER",4,"732",13,2,2.34025726988354,0.153846153846154,-0.340257269883537
"MOUNT GAMBIER",5,"732",7,3,1.88396106752483,0.428571428571429,1.11603893247517
"MOUNT GAMBIER",6,"732",8,0,0.966171498831909,0,-0.966171498831909
"MOUNT GAMBIER",7,"732",10,5,2.65054242193134,0.5,2.34945757806866
"MOUNT GAMBIER",8,"732",14,2,4.18417477183338,0.142857142857143,-2.18417477183338
"MURRAY BRIDGE",1,"300",286,55,57.4633513334665,0.192307692307692,-2.46335133346647
"MURRAY BRIDGE",2,"300",296,57,58.6500002309014,0.192567567567568,-1.65000023090139
"MURRAY BRIDGE",3,"300",64,13,8.78652661156279,0.203125,4.21347338843721
"MURRAY BRIDGE",4,"300",287,47,49.843750119191,0.163763066202091,-2.843750119191
"MURRAY BRIDGE",5,"300",205,29,29.425192429783,0.141463414634146,-0.425192429782999
"MURRAY BRIDGE",6,"300",122,23,18.4760707956869,0.188524590163934,4.52392920431306
"MURRAY BRIDGE",7,"300",220,32,31.4596686193108,0.145454545454545,0.540331380689185
"MURRAY BRIDGE",8,"300",289,55,55.8954398600976,0.190311418685121,-0.895439860097603
"MURRAY BRIDGE",1,"350",96,16,20.2376206751456,0.166666666666667,-4.23762067514556
"MURRAY BRIDGE",2,"350",99,14,14.9255634026753,0.141414141414141,-0.92556340267533
"MURRAY BRIDGE",3,"350",38,7,4.36764756542657,0.184210526315789,2.63235243457343
"MURRAY BRIDGE",4,"350",99,16,15.3530243921663,0.161616161616162,0.646975607833747
"MURRAY BRIDGE",5,"350",65,14,10.7964242119873,0.215384615384615,3.20357578801275
"MURRAY BRIDGE",6,"350",51,6,6.87510808690249,0.117647058823529,-0.875108086902491
"MURRAY BRIDGE",7,"350",79,11,14.2757328492639,0.139240506329114,-3.27573284926386
"MURRAY BRIDGE",8,"350",97,20,17.1688788164327,0.206185567010309,2.83112118356731
"MURRAY BRIDGE",1,"395",619,97,123.692624194577,0.15670436187399,-26.6926241945767
"MURRAY BRIDGE",2,"395",610,111,106.250525984666,0.181967213114754,4.74947401533447
"MURRAY BRIDGE",3,"395",164,22,19.9827586531823,0.134146341463415,2.01724134681772
"MURRAY BRIDGE",4,"395",613,87,95.8253803652742,0.141924959216966,-8.82538036527416
"MURRAY BRIDGE",5,"395",502,75,72.4994103224354,0.149402390438247,2.50058967756459
"MURRAY BRIDGE",6,"395",231,37,33.2264903365087,0.16017316017316,3.7735096634913
